id,created_at,enabled,price_range,average_ticket,takeout_time,delivery_time,minimum_order_value,merchant_zip_code,merchant_city,merchant_state,merchant_country
3bda46fba79b853958f3ef5b5910c5893b8dae38a04cad470f0974dbb67881d0,2017-01-20T13:15:04.736Z,false,2,40.0,0,40,20.0,47100,SAO PAULO,SP,BR
6224160e16fdb03ba1dcb042c8db3c88c7b04089bf727a4aad78d00bf178cd2c,2017-01-20T13:13:58.403Z,false,5,100.0,0,10,0.0,47070,SAO PAULO,SP,BR
52bdccf29d6fb0321f0399cc5bb5e998276acac9349699df1ee2498aafe688c7,2017-01-20T13:15:21.275Z,true,3,60.0,0,35,12.0,29251,SAO PAULO,SP,BR
c39cce1db3910d3334d3fb742dd6c67900e56bd246a51ccaa89f50a938cbae93,2017-01-20T13:14:19.410Z,true,4,80.0,0,0,50.0,20540,RIO DE JANEIRO,RJ,BR
657a8e95aee5842a47e870cca4d5f582e1131e74df8369178bb4635d128664f6,2017-01-20T13:14:28.415Z,true,2,60.0,0,0,0.0,65076,SAO LUIS,MA,BR
84999269dc9f52f4d06abbfdba1a4e057962caf7890ef2126eb55a8812bc8672,2017-01-23T12:32:45.847Z,false,3,60.0,0,45,25.0,30421,BELO HORIZONTE,MG,BR
3b9422eb184645c015c871a8be5eb1d8510e195cda4bdb8121a87edbeb077b74,2017-01-20T13:15:51.135Z,false,3,60.0,0,60,20.0,34280,SAO PAULO,SP,BR
bf06ed0c09e2bca4ac264f93e1e3b033b7a2a7259fad5525eb6650dbb110e8c5,2017-01-23T12:36:09.524Z,true,4,80.0,0,55,0.0,30170,BELO HORIZONTE,MG,BR
20c81d82cea04f935eedc064a7dbef88bb01ed032c682dd4556084abe634caeb,2017-01-23T12:45:05.709Z,true,3,60.0,0,60,20.0,22795,RIO DE JANEIRO,RJ,BR
b49a845649f18f1d0e7c5c99357bfd6073dc8c3a97a5c1fa3621ed4e78bffb0a,2017-01-20T13:14:58.108Z,true,3,60.0,20,0,0.0,70920,GUARULHOS,SP,BR
b266e5ebdccec53b31de1a5c653286cc6bdf473bf7d8cd3b30e8d8b1d51bb586,2017-01-20T13:15:13.757Z,false,3,60.0,0,60,15.0,22631,RIO DE JANEIRO,RJ,BR
